Index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.0,-76.05847609561904,-76.79223801703164,-77.03961008119798,-76.63140864797674,-76.86876080603747,-74.30046495725571,-68.96232926698579,-72.08346567476579,-76.19997057631207,-73.1940440391139,-69.44575561910622,-70.58897209010773,-77.32618669333614,-77.31608911306293,-75.15383100185842,-74.82766311916444
0.1,-57.066260834222604,-57.57770189042465,-57.80615828008656,-57.41692487887861,-57.677407695487304,-55.70780205558411,-51.719010843240525,-54.0705003751735,-57.11360297231876,-54.877324995985205,-52.07641293651564,-52.86684130013473,-57.98526016389442,-58.03401306007406,-56.42006496536678,-56.060246606706336
0.2,-38.07404557282615,-38.36316576381765,-38.572706478975114,-38.20244110978045,-38.48605458493715,-37.11513915391251,-34.475692419495275,-36.057535075581185,-38.027235368325414,-36.56060595285649,-34.70707025392507,-35.14471051016171,-38.644333634452686,-38.75193700708517,-37.68629892887513,-37.29283009424823
0.3,-19.081830311429727,-19.14862963721066,-19.33925467786368,-18.98795734068232,-19.294701474387004,-18.52247625224092,-17.232373995750024,-18.044569775988883,-18.940867764332097,-18.243886909727784,-17.337727571334497,-17.4225797201887,-19.30340710501097,-19.46986095409629,-18.952532892383495,-18.52541358179014
0.4,-0.08961505003328796,0.06590648939631905,-0.10580287675225009,0.22652642841580928,-0.10334836383685797,0.07018664943068131,0.010944427995227102,-0.0316044763965877,0.1454998396612197,0.07283213340092232,0.03161511125607319,0.29955106978430024,0.03751942443074796,-0.1877849011074204,-0.2187668558918503,0.24200293066795098
0.5,18.90260021136315,19.2804426160033,19.12764892435918,19.44101019751394,19.08800474671329,18.662849551102283,17.254262851740478,17.981360823195708,19.231867443654536,18.38955117652963,17.400957793846644,18.0216818597573,19.378445953872465,19.09429115188145,18.514999180599794,19.009419443126042
0.6,37.89481547275958,38.494978742610286,38.361100725470614,38.65549396661207,38.279357857263435,37.25551245277387,34.49758127548573,35.99432612278801,38.318235047647846,36.706270219658336,34.770300476437214,35.7438126497303,38.71937248331419,38.37636720487032,37.24876521709143,37.77683595558413
0.7,56.88703073415601,57.70951486921727,57.594552526582035,57.86997773571021,57.47071096781358,55.84817535444547,51.74089969923098,54.007291422380305,57.40460265164117,55.02298926278703,52.139643159027784,53.46594343970331,58.06029901275589,57.65844325785919,55.98253125358307,56.54425246804222
0.8,75.87924599555247,76.92405099582427,76.82800432769349,77.08446150480836,76.66206407836376,74.44083825611708,68.98421812297624,72.02025672197261,76.49097025563451,73.33970830591576,69.50898584161837,71.18807422967633,77.40122554219764,76.94051931084809,74.71629729007472,75.31166898050034
0.9,94.8714612569489,96.13858712243126,96.06145612880492,96.2989452739065,95.8534171889139,93.03350115778868,86.2275365467215,90.03322202156492,95.57733785962783,91.65642734904446,86.87832852420894,88.91020501964934,96.74215207163935,96.22259536383696,93.45006332656637,94.07908549295843
1.0,113.86367651834536,115.35312324903826,115.29490792991636,115.51342904300465,115.04477029946406,111.62616405946028,103.47085497046676,108.04618732115723,114.66370546362117,109.97314639217319,104.24767120679952,106.63233580962236,116.08307860108108,115.50467141682586,112.18382936305802,112.84650200541654
